Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,409,269.714,0.0278
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,406,271.025,0.0260
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",324,273.360,0.0257
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,156,277.810,0.0263
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,343,274.328,0.0257
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,339,273.981,0.0287
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",419,273.137,0.0287
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,304,276.782,0.0283
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,306,277.789,0.0260
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,157,282.800,0.0270
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,279,281.654,0.0259
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,312,281.134,0.0256
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,268,282.246,0.0259
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,480,276.873,0.0276
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,340,281.752,0.0260
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,206,287.119,0.0270
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,574,279.036,0.0262
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,474,281.966,0.0259
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,332,285.442,0.0266
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",126,293.689,0.0264
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,271,288.950,0.0271
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,460,285.445,0.0263
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",331,289.198,0.0266
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,297,290.185,0.0269
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,537,284.264,0.0267
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,518,285.828,0.0265
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,423,289.273,0.0273
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,376,289.657,0.0275
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,252,294.176,0.0277
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,169,298.281,0.0419
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,248,296.117,0.0372
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,153,298.704,0.0434
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,313,294.352,0.0351
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,9,302.987,0.3000
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,16,303.461,0.1800
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,36,302.974,0.0936
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,36,302.972,0.0937
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,36,302.973,0.0937
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,349,294.310,0.0345
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,117,300.918,0.0465
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,281,296.366,0.0355
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,228,297.634,0.0383
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,107,301.239,0.0479
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",112,301.084,0.0472
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,211,297.094,0.0392
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,157,298.627,0.0431
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,3,303.114,0.8520
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,2,303.155,1.2653
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,63,302.086,0.0626
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,58,302.131,0.0674
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,59,302.135,0.0661
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,63,302.093,0.0626
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,56,302.216,0.0680
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,57,302.227,0.0668
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,55,302.207,0.0697
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,55,302.210,0.0696
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,53,302.254,0.0712
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,57,302.237,0.0669
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,64,302.095,0.0618
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,58,302.226,0.0657
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,28,302.726,0.1117
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,28,302.709,0.1118
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,28,302.728,0.1119
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,28,302.706,0.1119
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,29,302.715,0.1080
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,29,302.722,0.1082
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",26,302.729,0.1206
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,26,302.703,0.1208
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",29,302.728,0.1082
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,27,302.724,0.1163
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,29,302.730,0.1083
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,24,302.805,0.1275
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,2,303.485,1.2720
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,4,303.427,0.6490
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,4,303.424,0.6489
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,2,303.476,1.2744
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,4,303.431,0.6508
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",2,303.481,1.2732
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,3,303.476,0.8502
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,3,303.493,0.8497
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",3,303.501,0.8484
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,3,303.474,0.8492
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,3,303.474,0.8498
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,2,303.607,1.2607
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,33,302.690,0.0991
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,32,302.751,0.1006
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,32,302.758,0.1005
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,32,302.754,0.1007
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,30,302.804,0.1057
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,32,302.758,0.1007
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,31,302.782,0.1032
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,34,302.692,0.0968
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,33,302.753,0.0978
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,33,302.756,0.0979
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,31,302.772,0.1035
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,31,302.771,0.1036
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,5,303.589,0.5221
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,3,303.656,0.8521
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,5,303.585,0.5222
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,7,303.648,0.3819
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,4,303.730,0.6501
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,8,303.671,0.3347
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,4,303.786,0.6441
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",4,303.787,0.6439
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,20,302.917,0.1470
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,31,302.640,0.1035
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,20,302.920,0.1476
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",29,302.708,0.1087
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,20,302.901,0.1477
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,20,302.896,0.1477
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,29,302.712,0.1089
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,26,302.758,0.1188
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,19,302.942,0.1538
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,22,302.904,0.1354
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,28,302.747,0.1121
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,28,302.746,0.1121
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,4,303.416,0.6475
